Player,Tm,Age,College,Pos,Rnd,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tkl,Def_Int,Sk,target
Ernie Ruple,PIT,22,Arkansas,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jerry DePoyster,DET,22,Wyoming,K,2,0,0,0,0,0,0.4,1.2,0,0,0,0,0,0,0,5
Tom Roussel,WAS,23,Southern Miss,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,6
Cyril Pinder,PHI,21,Illinois,RB,2,0,0,0,0,0,71.33333333,284.8333333,1.166666667,11.16666667,92.66666667,0,0,0,0,6
Fred Hyatt,STL,22,Auburn,WR,2,0,0,0,0,0,0,0,0,1,15,0,0,0,0,6
Rich Buzin,NYG,22,Penn St.,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Bob Atkins,STL,22,Grambling St.,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,2.111111111,0,9
Bill Lenkaitis,SDG,22,Penn St.,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Steve Thompson,NYJ,23,Washington,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Dave McDaniels,DAL,23,Miss. Valley St.,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bob Wallace,CHI,22,Texas-El Paso,WR,2,0,0.2,0,0,0,1.6,9,0,21.8,280.6,1.8,0,0,0,5
John Garlington,CLE,22,LSU,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,10
Mike Livingston,KAN,22,SMU,QB,2,76,145.9166667,941.25,4.666666667,6.916666667,13,56.83333333,0.583333333,0,0,0,0,0,0,12
Mac Haik,HOU,22,Mississippi,WR,2,0,0,0,0,0,1,7,0,19,287.25,2.25,0,0,0,4
Bob Grant,BAL,21,Wake Forest,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,4
Mike LaHood,RAM,23,Wyoming,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ken Stabler,OAK,22,Alabama,QB,2,133.5294118,223.1176471,1643.411765,11.41176471,13.05882353,6.941176471,5.470588235,0.235294118,0,0,0,0,0,0,17
John Wright,ATL,22,Illinois,WR,2,0,0,0,0,0,0,0,0,6,65,1,0,0,0,2
Jim Cox,MIA,21,Miami (FL),TE,2,0,0,0,0,0,0,0,0,11,147,0,0,0,0,1
Tommie Smiley,CIN,24,Lamar,RB,2,0,0,0,0,0,40,104,1.333333333,8,36.33333333,0.333333333,0,0,0,3
Major Hazelton,CHI,24,Florida A&M,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Garrett Ford,DEN,23,West Virginia,RB,3,0,0,0,0,0,41,186,1,6,40,0,0,0,0,1
Dave Szymakowski,NOR,22,West Texas A&M,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aaron Marsh,BOS,23,East. Kentucky,WR,3,0,0,0,0,0,2,4,0,13.5,219.5,2,0,0,0,2
Jon Henderson,PIT,23,Colorado St.,WR,3,0,0,0,0,0,0,0,0,9.333333333,130,2,0,0,0,3
Jim Urbanek,MIA,23,Mississippi,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Richard Trapp,BUF,22,Florida,FL,3,0,0,0,0,0,0,0,0,13,137,0,0,0,0,2
Lance Olssen,SFO,21,Purdue,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Reece Morrison,CLE,22,Texas St.,RB,3,0.166666667,0.166666667,2.666666667,0,0,26.5,87.5,0.333333333,2.333333333,35,0.333333333,0,0,0,6
Billy Stevens,GNB,23,Texas-El Paso,QB,3,0.5,2.5,6,0,0,0,0,0,0,0,0,0,0,0,2
Adrian Young,PHI,22,USC,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6
Skip Vanderbundt,SFO,21,Oregon St.,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,1.272727273,0,11
Bobby Duhon,NYG,22,Tulane,RB,3,0.8,1,10.4,0,0.2,44.2,168,0.8,13.6,143.4,0.2,0,0,0,5
Ed Harmon,DAL,21,Louisville,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sam Walton,NYJ,25,Texas A&M-Commerce,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Dick Anderson,MIA,22,Colorado,DB,3,0,0,0,0,0,0,0,0,0.1,0.8,0,0,3.4,0,10
Charlie Sanders,DET,22,Minnesota,TE,3,0,0,0,0,0,0.4,-0.6,0,33.6,481.7,3.1,0,0,0,10
Bob Vaughn,DEN,23,Mississippi,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike McGill,MIN,21,Notre Dame,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,5
Elvin Bethea,HOU,22,North Carolina A&T,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,16
Ken Hebert,PIT,24,Houston,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Art Shell,OAK,21,Md-Eastern Shore,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Dick Himes,GNB,22,Ohio St.,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Paul Robinson,CIN,23,Arizona,RB,3,0,0,0,0,0,122.8333333,491.1666667,4,15,102,0.333333333,0,0,0,6
Dale Livingston,CIN,23,West. Michigan,K,3,0.666666667,0.666666667,5,0,0,1,10,0,0,0,0,0,0,0,3
Jess Phillips,CIN,21,Michigan St.,RB,4,0,0,0,0,0,88.8,356.8,1.3,11.4,69.4,0.2,0,0.3,0,10
Edgar Chandler,BUF,22,Georgia,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,6
R.C. Gamble,BOS,22,South Carolina St.,RB,4,0,0,0,0,0,47,173,0.5,9,64.5,0.5,0,0,0,2
Mike Freeman,MIN,24,Fresno St.,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,3
Mickey McCarty,KAN,21,TCU,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gordon Lambert,DEN,23,Tenn-Martin,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Brendan McCarthy,GNB,23,Boston Col.,RB,4,0,0,0,0,0,29.5,87.5,0.5,10,94,1,0,0,0,2
Ed Mooney,DET,23,Texas Tech,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Dennis Crane,WAS,23,USC,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Joe Schmiesing,STL,23,New Mexico St.,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
John Douglas,DAL,23,Missouri,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,6
Johnny Fuller,SFO,22,Lamar,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
Wayne Mass,CHI,22,Clemson,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ken Dyer,SDG,22,Arizona St.,DB,4,0,0,0,0,0,0,0,0,0.25,5.5,0,0,0.75,0,4
Drake Garrett,DEN,22,Michigan St.,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,3
Dan Sartin,NOR,22,Mississippi,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Wayne Meylan,CLE,22,Nebraska,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jim Beirne,HOU,21,Purdue,WR,4,0,0,0,0,0,0.111111111,0.333333333,0,15.77777778,223.4444444,1.222222222,0,0,0,9
Jim Duncan,BAL,22,Md-Eastern Shore,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4
Warren McVea,CIN,22,Houston,RB,4,0.166666667,0.666666667,8.333333333,0.166666667,0,41.33333333,197.6666667,1.833333333,6.333333333,59.66666667,0.333333333,0,0,0,6
Charlie Smith,OAK,22,Utah,RB,4,0,0,0,0,0,107.25,418.875,3,17.625,199.5,1.25,0,0,0,8
Gus Hollomon,DEN,22,Houston,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,5
Dave Middendorf,CIN,22,Washington St.,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ken Barefoot,WAS,22,Virginia Tech,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ben Gregory,BUF,21,Nebraska,RB,5,0,0,0,0,0,52,283,1,5,21,0,0,0,0,1
Ronnie Lee South,NOR,23,Arkansas,QB,5,14,38,129,1,3,4,5,0,0,0,0,0,0,0,1
Mike Bragg,WAS,22,Richmond,P,5,0.153846154,0.230769231,5.307692308,0,0,0.307692308,1.923076923,0,0,0,0,0,0,0,13
Jim Kiick,MIA,22,Wyoming,RB,5,0.2,0.3,3.8,0,0,102.9,375.9,2.9,23.3,230.2,0.4,0,0,0,10
Mike McBath,BUF,22,Penn St.,DE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Phil Odle,DET,25,BYU,WR,5,0,0,0,0,0,0,0,0,2.666666667,31.66666667,0,0,0,0,3
Steve Duich,GNB,22,San Diego St.,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mike Dirks,PHI,22,Wyoming,DT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Rocky Rosema,STL,22,Michigan,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4
Mark Nordquist,PHI,22,Pacific,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Dwight Lee,SFO,23,Michigan St.,RB,5,0,0,0,0,0,6,7,0,0,0,0,0,0,0,1
Paul Elzey,BAL,22,Toledo,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cecil Turner,CHI,24,Cal Poly-San Luis Obispo,FL,5,0,0,0,0,0,1.333333333,2.166666667,0,3.5,60.66666667,0.333333333,0,0,0,6
Blaine Nye,DAL,22,Stanford,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Max Anderson,BUF,23,Arizona St.,RB,5,0,0.5,0,0,0,80,299.5,1.5,14.5,102.5,0,0,0,0,2
Francis Winkler,GNB,21,Memphis,DE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Al Beauchamp,CIN,24,Saginaw Valley St.,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,9
Howard Fest,CIN,22,Texas,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Lee Johnson,SFO,23,Tennessee St.,WR,6,0,0,0,0,0,0,0,0,1.333333333,14,0,0,0,0,3
Kim Hammond,MIA,23,Florida St.,QB,6,7.5,16,73.5,0,1,0.5,0,0,0,0,0,0,0,0,2
Bill Kindricks,CIN,22,Alabama A&M,DT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bob Goodridge,MIN,22,Vanderbilt,WR,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
John Neidert,CIN,22,Louisville,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jimmy Hines,MIA,22,Texas Southern,WR,6,0,0,0,0,0,0.333333333,2.333333333,0,0.666666667,7.666666667,0,0,0,0,3
Willie Banks,WAS,22,Alcorn St.,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nate James,CLE,23,Florida A&M,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bill Belk,SFO,22,Md-Eastern Shore,DE,6,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,7
Jim Schmedding,CHI,22,Weber St.,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dewey Warren,CIN,23,Tennessee,QB,6,47,80,506,1,4,4,17,0,0,0,0,0,0,0,1
Essex Johnson,CIN,21,Grambling St.,RB,6,0,0,0,0,0,80.22222222,359.5555556,2.111111111,16.22222222,193.5555556,1.333333333,0,0,0,9
Dave Martin,PHI,21,Notre Dame,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
D.D. Lewis,DAL,22,Mississippi St.,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,14
Rick Eber,ATL,23,Tulsa,WR,6,0,0,0,0,0,0,0,0,3.666666667,61.33333333,0.333333333,0,0,0,3
Monk Williams,CIN,23,Ark-Pine Bluff,FL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jim Johnson,CIN,22,South Carolina St.,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Oscar Reed,MIN,24,Colorado St.,RB,7,0,0,0,0,0,63,251,1,11.75,84.625,0.375,0,0,0,8
John Boynton,MIA,22,Tennessee,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Pete Richardson,BUF,21,Dayton,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
Gene Howard,NOR,21,Langston,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,5
Bob Brunet,WAS,22,Louisiana Tech,RB,7,0,0,0,0,0,13.1,40.6,0.3,2.4,20,0.1,0,0,0,10
Willie Holman,CHI,23,South Carolina St.,DE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lane Fenner,SDG,22,Florida St.,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
George Atkinson,OAK,21,Morris Brown,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,12
Harry Gunner,CIN,23,Oregon St.,DE,8,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,3
Richard Swatland,NOR,22,Notre Dame,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Daryl Johnson,BOS,22,Morgan St.,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,3
Bob Kalsu,BUF,23,Oklahoma,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Terry Miller,DET,22,Illinois,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Al Lavan,PHI,22,Colorado St.,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,3
Jerry Daanen,STL,23,Miami (FL),WR,8,0,0,0,0,0,0,0,0,2.666666667,26,0,0,0,0,3
Jim Richards,NYJ,21,Virginia Tech,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2
Tom Schoen,CLE,22,Notre Dame,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Karl Henke,NYJ,23,Tulsa,DE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Randy Edmunds,MIA,22,Georgia Tech,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5
Paul Smith,DEN,23,New Mexico,DT,9,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,13
Bob Robertson,HOU,21,Illinois,T,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Donohoe,MIN,23,San Francisco,TE,9,0,0,0,0,0,0,0,0,1.428571429,15.14285714,0.285714286,0,0,0,7
Gary McDermott,BUF,20,Tulsa,RB,9,1,1.5,17.5,0,0,27,54,1.5,10,57.5,0.5,0,0,0,2
Greg Barton,DET,22,Tulsa,QB,9,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2
Mike Evans,PHI,22,Boston Col.,C,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Joe Koontz,NYG,23,San Francisco St.,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne McClure,KAN,26,Mississippi,LB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Terry Cole,BAL,23,Indiana,RB,9,0,0,0,0,0,47.25,160.25,1.25,6.25,42.75,0.25,0,0,0,4
John Eason,OAK,23,Florida A&M,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne Patrick,CIN,22,Louisville,RB,10,0,0,0,0,0,52.8,216.8,1,19.2,149,0.2,0,0,0,5
John Outlaw,BOS,23,Jackson St.,DB,10,0,0,0,0,0,0,0,0,0,0,0,0,1.454545455,0,11
Jerry Lawson,BUF,23,Utah,DB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ocie Austin,BAL,21,Utah St.,DB,10,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,4
John Mallory,PHI,22,West Virginia,DB,10,0,0,0,0,0,0,0,0,0.5,21.25,0.25,0,0.5,0,4
Rick Cash,GNB,23,Truman St.,DE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Tommy Hart,SFO,23,Morris Brown,DE,10,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,13
Mike D'Amato,NYJ,25,Hofstra,DB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jack Gehrke,KAN,22,Utah,WR,10,0.5,0.75,8,0,0,0.25,0.5,0,3.5,63.5,0,0,0,0,4
Alvin Mitchell,CLE,24,Morgan St.,DB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tom Domres,HOU,21,Wisconsin,DT,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Greg Brezina,ATL,22,Houston,LB,11,0,0,0,0,0,0,0,0,0.166666667,1,0,0,1,0,12
Marv Hubbard,OAK,22,Colgate,RB,11,0,0,0,0,0,95.1,454.4,2.3,8.5,62.8,0.1,0,0,0,10
Paul Feldhausen,BOS,22,Northland (WI),T,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Henry Davis,NYG,25,Grambling St.,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,6
Rich Coady,CHI,23,Memphis,C,11,0,0,0,0,0,0,0,0,0.857142857,6.285714286,0.142857143,0,0,0,7
Dennis Partee,SDG,22,SMU,K,11,0,0,0,0,0,0.125,0.875,0,0,0,0,0,0,0,8
John Pergine,RAM,22,Notre Dame,LB,11,0,0,0,0,0,0,0,0,0.25,5.125,0.125,0,0,0,8
Chip Oliver,OAK,24,USC,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
Gordon Rule,GNB,22,Dartmouth,DB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bob Trumpy,CIN,23,Utah,TE,12,0,0,0,0,0,0.1,-0.1,0,29.8,460,3.5,0,0,0,10
Jim Cheyunski,BOS,22,Syracuse,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
Vern Emerson,STL,23,Minnesota-Duluth,T,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Jim Holifield,NYG,22,Jackson St.,DB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
Emilio Vallez,CHI,22,New Mexico,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jeff Queen,SDG,22,Morgan St.,RB,12,0,0,0,0,0,25.42857143,85.14285714,0.714285714,7.714285714,94,0.714285714,0,0,0,7
Raymond Hayes,NYJ,22,Toledo,DT,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tom Beutler,CLE,22,Toledo,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Harold Jackson,RAM,22,Jackson St.,WR,12,0.125,0.25,2.1875,0,0,2.0625,11.3125,0,36.1875,648.25,4.75,0,0,0,16
Billy Harris,ATL,22,Colorado,RB,13,0,0,0,0,0,15,39.5,0,1.25,32.75,0.25,0,0,0,4
Charlie Greer,DEN,22,Colorado,DB,13,0,0,0,0,0,0,0,0,0,0,0,0,2.428571429,0,7
Bob Joswick,MIA,22,Tulsa,DE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dan Darragh,BUF,21,William & Mary,QB,13,42.33333333,98.66666667,451,1.333333333,7.333333333,6.666666667,17,0,0,0,0,0,0,0,3
Mack Sauls,STL,23,Texas St.,DB,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dean Halverson,RAM,22,Washington,LB,13,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,8
Teddy Washington,CIN,22,San Diego St.,RB,13,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1
Marlin Briscoe,DEN,23,Nebraska-Omaha,WR,14,10.77777778,25.88888889,188.5555556,1.555555556,1.555555556,5.444444444,37.33333333,0.333333333,24.88888889,393,3.333333333,0,0,0,9
Chuck DeVleigher,BUF,21,Memphis,DT,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lou Harris,PIT,22,Kent St.,DB,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alex Moore,SFO,23,Norfolk St.,RB,14,0,0,0,0,0,4,22,0,3,35,0,0,0,0,1
Jim Campbell,SDG,22,West Texas A&M,LB,14,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
Robert Holmes,KAN,22,Saginaw Valley St.,RB,14,0,0,0,0,0,79.875,313.75,2.875,14.125,122.75,0.5,0,0,0,8
Richard Stotter,HOU,23,Houston,LB,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Art McMahon,BOS,22,North Carolina St.,DB,15,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,5
McKinley Boston,NYG,22,Minnesota,DE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bob Wells,SDG,23,Johnson C. Smith,T,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
John Frantz,BUF,23,California,C,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rocky Bleier,PIT,22,Notre Dame,RB,16,0,0,0,0,0,71.38461538,297.3076923,1.769230769,10.46153846,99.53846154,0.153846154,0,0,0,13
Kenny Parker,NYG,22,Fordham,DB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dick Farley,SDG,22,Boston Univ.,DB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Larry Cole,DAL,21,Hawaii,DE,16,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0,13
Bob Smith,HOU,22,Miami (OH),DB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jimmy Raye,RAM,22,Michigan St.,DB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
James Ferguson,NOR,25,USC,C,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ed Koontz,BOS,22,Catawba,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bob Lee,MIN,22,Pacific,QB,17,28.30769231,56.15384615,387.2307692,2.307692308,3.076923077,7.076923077,15.15384615,0.230769231,0,0,0,0,0,0,13
Frank Bosch,WAS,22,Colorado,DT,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bobby Lee,STL,23,Minnesota,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dennis Patera,SFO,22,BYU,K,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O.J. Simpson,BUF,22,USC,RB,1,0.545454545,1.454545455,10,0.090909091,0,218.5454545,1021.454545,5.545454545,18.45454545,194.7272727,1.272727273,0,0,0,11
George Kunz,ATL,22,Notre Dame,T,1,0,0,0,0,0,0,0,0,0.083333333,0.166666667,0,0,0,0,12
Leroy Keyes,PHI,22,Purdue,DB,1,0.2,0.6,2.8,0,0,25,73.8,0.6,6,54,0,0,1.6,0,5
Joe Greene,PIT,23,North Texas,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,13
Greg Cook,CIN,22,Cincinnati,QB,1,21.4,40,373,3,2.2,5,29.6,0.2,0,0,0,0,0,0,5
Ron Sellers,BOS,22,Florida St.,WR,1,0,0,0,0,0,0,0,0,22.4,436.8,3.6,0,0,0,5
Ted Kwalick,SFO,22,Penn St.,TE,1,0,0,0,0,0,2.111111111,19.44444444,0,18.66666667,285.5555556,2.555555556,0,0,0,9
Larry Smith,RAM,22,Florida,RB,1,0.333333333,0.833333333,5.166666667,0,0,88,342.8333333,1.833333333,24.83333333,196,0.833333333,0,0,0,6
Marty Domres,SDG,22,Columbia,QB,1,44.33333333,89.88888889,544.8888889,3,5.555555556,14.44444444,75.44444444,1.111111111,0,0,0,0,0,0,9
Jim Seymour,RAM,22,Notre Dame,WR,1,0,0,0,0,0,0.25,-2.25,0,5.25,96.25,1.25,0,0,0,4
Bill Stanfill,MIA,22,Georgia,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,8
Rich Moore,GNB,22,Villanova,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fred Dryer,NYG,23,San Diego St.,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,13
Rufus Mayes,CHI,21,Ohio St.,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Ron Pritchard,HOU,22,Arizona St.,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,9
Gene Washington,SFO,22,Stanford,WR,1,0,0.090909091,0,0,0,0.545454545,2.090909091,0,35,623.2727273,5.454545455,0,0,0,11
John Shinners,NOR,22,Xavier (OH),G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Bob Babich,SDG,22,Miami (OH),LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,10
Roger Wehrli,STL,21,Missouri,DB,1,0,0.071428571,0,0,0,0.357142857,3.214285714,0.071428571,0,0,0,0,2.857142857,0,14
Ron Johnson,CLE,21,Michigan,RB,1,0,0.285714286,0,0,0,172,615.4285714,5.714285714,30.42857143,282.4285714,2.142857143,0,0,0,7
Bob Klein,RAM,22,USC,TE,1,0,0,0,0,0,0.363636364,1.272727273,0,19.90909091,244.2727273,2.090909091,0,0,0,11
Art Thoms,OAK,22,Syracuse,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,9
Jim Marsalis,KAN,23,Tennessee St.,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,9
Calvin Hill,DAL,22,Yale,RB,1,0.384615385,1,15.69230769,0.230769231,0.076923077,111.6923077,467.9230769,3.230769231,20.84615385,220.0769231,1.769230769,0,0,0,13
Eddie Hinton,BAL,22,Oklahoma,WR,1,0,0,0,0,0,2,18.33333333,0.333333333,18.5,303.6666667,1.666666667,0,0,0,6
Dave Foley,NYJ,21,Ohio St.,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Bill Enyart,BUF,22,Oregon St.,RB,2,0,0,0,0,0,35,129,0.333333333,18,140.3333333,1,0,0,0,3
Ernie Calloway,PHI,21,Texas Southern,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Paul Gipson,ATL,23,Houston,RB,2,0,0.2,0,0,0.2,24.6,98.2,0.2,4.2,48,0.6,0,0,0,5
Terry Hanratty,PIT,21,Notre Dame,QB,2,20.625,53.875,313.75,3,4.375,2.625,12.375,0.125,0,0,0,0,0,0,8
Bill Bergey,CIN,24,Arkansas St.,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,12
Mike Montler,BOS,25,Colorado,C,2,0,0,0,0,0,0,0,0,0.1,0.6,0,0,0,0,10
Ted Hendricks,BAL,21,Miami (FL),LB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.733333333,0.6,15
Altie Taylor,DET,22,Utah St.,RB,2,0,0,0,0,0,146.25,538.5,3,21.875,192.25,0.75,0,0,0,8
Rolf Krueger,STL,22,Texas A&M,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Grady Cavness,DEN,22,Texas-El Paso,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Bob Heinz,MIA,22,Pacific,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
